,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,deposit,tenencia_ahorros,tenencia_corriente,tenencia_cdt,tenencia_tdc,tenencia_lb,tenencia_vehiculo,ingresos,egresos,saldo_captacion,saldo_tdc,monto_trx_tdc,cantidad_trx_tdc,saldo_lb,saldo_veh,monto_trx_debito,cantidad_trx_debito
6847,29,management,married,tertiary,0,387.2664282660492,1,0,cellular,1468.910972589896,2,356,4,failure,0,1.0,0.0,0.0,,0.0,0.0,4183.836994580645,3977.062789315801,14755.925702768098,10937.099708850723,1710.4066747569818,44.57118570731684,,,4284.428551069948,32.60346427773618
6855,53,technician,married,secondary,0,111.41091806033424,1,0,unknown,546.5358604538422,1,-1,0,unknown,0,1.0,1.0,0.0,1.0,0.0,0.0,5760.612747525819,,6032.412316385634,11647.67951653481,179.11057331699408,38.1926395887013,,,6694.061204022282,38.32505405325012
6859,38,management,married,,0,,1,0,cellular,187.3495519732234,2,287,3,failure,0,1.0,0.0,0.0,1.0,,0.0,1036.3048429302778,815.4283939533688,13881.638743285459,,343.735184835459,3.3077671017953456,,,2258.0020492982353,31.202623207237863
6862,29,services,,secondary,0,,1,0,cellular,351.06551894315936,6,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,2244.4203651415414,,7374.430260462919,11007.649094245035,144.12398278011028,1.5887733717716976,,,4249.535668930868,26.739876895572397
6875,28,student,married,tertiary,0,391.80809704208247,1,0,cellular,109.32787815060047,3,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,,,10781.690131273157,14101.974114035418,593.231269285532,19.646710221199072,,,3987.2064694721657,13.55492617516487
6878,28,admin.,single,secondary,0,95.76279121960378,1,0,unknown,104.12117641682781,2,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,,-195.4828979576979,,10963.502691439082,8678.663491244173,1445.0770404271457,13.151571663486276,,,4384.186081306919,2.281305025646592
6889,31,services,,,0,686.3500135599639,1,0,unknown,393.48658233160984,2,-1,0,unknown,0,1.0,,1.0,1.0,0.0,0.0,896.3638228313195,,10635.297923057195,16858.483957068176,1719.9889419402443,18.179702389515803,,,3490.000903997595,3.0846337888377136
6902,30,self-employed,married,secondary,0,212.51057064239944,1,0,unknown,322.7479996775374,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,3841.920020324817,3687.1117195599054,10798.57892487925,3231.784089446556,2318.191621859837,14.65798284937511,,,5100.704709493296,
6903,57,unemployed,married,primary,0,47.088820752188525,1,0,cellular,279.63003929291386,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,3606.448915383474,3334.215967156014,10953.565019266132,-5032.736262790086,1423.0679882013817,39.986831000466054,,,2805.921383479235,
6904,42,blue-collar,,secondary,0,353.7255543769383,1,0,unknown,101.65504396397144,21,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,,4193.099663934465,9768.089129311478,9142.323423647817,2217.4901666455503,29.066695116408393,,,-151.62970820411238,13.702720893906772
6906,38,blue-collar,married,,0,2299.6305124592063,1,0,cellular,592.3508902087374,1,183,1,failure,0,1.0,0.0,0.0,1.0,0.0,0.0,5812.442747202676,5562.673624476963,,-431.36526445761774,1170.4868797042263,-3.3813785638479956,,,3642.0341639470753,37.03755403525354
6907,60,self-employed,married,,0,107.7186239781219,1,0,unknown,214.49242100423226,4,-1,0,unknown,0,1.0,0.0,0.0,1.0,,0.0,,2533.5515307509245,2937.6914399732445,10219.16284232216,201.6983530387621,17.148782990848364,,,,16.189512505063686
6908,38,blue-collar,married,,0,179.41815297453132,1,0,cellular,812.2926868929228,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,,0.0,1546.3151742049981,1401.9930428134585,5043.9111913695015,6429.30982423211,-152.14519914676157,45.55215649605556,,,2827.8768649687536,23.48937866442439
6924,33,technician,,secondary,1,,1,0,unknown,667.2768642794379,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,2267.247028201707,2005.1369813568933,5941.677858324283,3902.9129332895627,1825.5124677833694,21.537489297398277,,,2247.0818798832206,-0.16802301023000155
6925,30,technician,single,secondary,0,,1,0,cellular,131.417969626786,1,-1,0,unknown,0,1.0,1.0,0.0,1.0,0.0,0.0,3089.640322361638,2835.626488628725,6434.113393342373,9863.742921292822,2978.16158824227,34.76475386271986,,,3550.7384281236614,
6927,51,blue-collar,married,unknown,0,46.90371078557318,1,0,telephone,48.80375361648311,43,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,5811.929650482333,5592.181206200977,14693.985741750957,7247.316836800572,,13.880153493173609,,,60.247385704878525,30.175856108328844
6928,38,blue-collar,single,primary,0,,1,0,cellular,391.80352391225205,2,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,816.3678539076255,623.8160832236783,5831.748985611792,11997.462795716581,100.38188037225245,54.104782644968495,,,5653.751079758278,34.500070983008385
6929,53,technician,,,0,714.3175152555651,1,0,cellular,234.34379653784313,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,4844.200024201757,4599.435573218819,13004.401138408302,3270.0183888650718,2122.1979994019384,13.424877971226518,,,2421.16768370434,23.945541123888713
6931,30,blue-collar,married,primary,0,,1,0,unknown,199.1037728364918,10,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,4400.909421682105,4285.958426110874,7750.008640331272,6572.279501812831,1872.4131208352824,14.889449018097975,,,2418.4328199520246,17.179328423414542
6937,30,management,single,tertiary,0,604.8006009118272,1,0,cellular,137.86309812633664,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,3448.5057814765087,3093.905306515712,14232.627402368933,15860.955388348766,885.7911643871298,,,,2320.0400607884803,41.64681981069492
6942,33,blue-collar,single,primary,0,564.9336989193731,1,0,cellular,110.03459140905645,2,331,2,failure,0,1.0,0.0,0.0,1.0,0.0,0.0,431.8168000906571,313.50533548214025,11824.022464238753,16145.398867777789,1514.0619996221324,-2.22305468839091,,,195.5799279582052,6.731776675300484
6949,38,admin.,divorced,secondary,0,,1,0,cellular,100.90665369563928,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,,,,16627.90237586461,5094.187300000917,2823.5299604767292,17.525420721040152,,,3652.7651155378157,25.326375779578374
6958,39,management,single,tertiary,0,1738.102344422086,1,0,cellular,192.87829051235042,1,170,1,failure,0,,0.0,0.0,1.0,0.0,0.0,3874.9599269619566,3736.162558982357,1343.5052085417133,2635.1781910196387,1801.3982018410393,38.11706252175655,,,3406.8229614723905,
6996,58,admin.,married,,0,1892.5948577046274,1,0,telephone,49.81074556919586,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,,1025.6362157363285,12350.258183134967,9406.62033180726,2199.1432554631465,26.902876025350256,,,4972.990513641826,5.204439105051195
6997,29,technician,,secondary,0,,1,0,unknown,415.1169440020119,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,,0.0,2206.1359210567507,1963.183664400355,15178.342965622005,7275.737199343921,142.41979459027266,44.13041806567811,,,3317.7669108551036,44.68475025464916
7026,60,retired,married,primary,0,951.424606444901,1,0,unknown,98.88397005556334,7,-1,0,unknown,0,,0.0,0.0,1.0,,0.0,6380.554216581398,,11890.378796810315,7974.342471975415,2130.441190213982,39.47584697944994,,,3494.9737629933957,
7030,37,management,,tertiary,0,685.8866113800846,1,0,cellular,458.48768427707034,4,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,2085.130291230039,1830.6835755403447,12951.862813487467,-1671.127845446741,2957.1536039681887,22.469698102792574,,,,11.49697075145899
7031,33,management,single,,0,,1,0,cellular,308.360153925006,1,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,885.7008320662834,730.0327925936164,10680.893451701715,12335.398682906165,1478.855618254906,16.683953634387123,,,,17.78381869818994
7032,59,retired,,primary,0,7.992504252290232,1,0,cellular,117.25432506100799,4,-1,0,unknown,0,1.0,1.0,0.0,1.0,0.0,0.0,,2161.3895766644755,12347.943406858298,13492.256847844852,802.0973070142226,21.63715406488015,,,3332.8336168193487,15.92559123672823
7036,50,self-employed,single,secondary,0,,1,0,cellular,264.45033791166435,2,304,4,failure,0,1.0,0.0,0.0,1.0,0.0,0.0,2510.6232732438857,2492.660957623835,11177.352394260386,13442.863205327707,1606.8211103077115,14.130409410568703,,,1883.7858837146835,32.51718734421437
7047,55,management,married,tertiary,0,112.19831755279648,1,0,unknown,185.87703560847524,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,4463.257456546068,,15024.997880414001,6002.035626320132,1178.789626985164,51.70580865507019,,,2279.887836853099,16.13069377244125
7048,38,blue-collar,,,0,13204.913399185523,1,0,cellular,345.1498357981965,4,331,1,failure,0,1.0,0.0,0.0,1.0,0.0,0.0,4233.258190457392,4040.357340952467,11874.792792397759,588.5000244178946,2772.6845872005833,30.71219521886656,,,2927.559945701539,30.398386938400535
7052,36,management,married,tertiary,0,8569.490365899226,1,0,unknown,165.14030527270234,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,6544.525987402768,,12642.491733248671,9484.72321368031,579.7192793989825,-12.037349943531837,,,32.691059948374004,21.533813523394446
7054,41,admin.,married,tertiary,0,5468.911447323308,1,0,unknown,180.07240900272478,2,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,2349.6113823766445,2302.4630890820144,18176.378361726325,11220.589071423808,2013.5455889841703,45.41680942618757,,,2527.429821553822,16.62871730347695
7072,49,admin.,,secondary,0,234.96192022463694,1,0,unknown,465.67693943517867,1,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,,1344.2229861579865,9836.538601106671,,2764.313579832162,3.225305625171174,,,4064.128014975796,8.850795373074792
7079,42,blue-collar,,,0,962.6709458758965,1,0,cellular,168.9013640276283,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,,,5627.140206143922,9589.519740261208,1267.8022923458282,18.686809278253282,,,5244.72972505976,17.551969881109414
7112,53,admin.,divorced,secondary,0,-304.26364927734886,1,0,unknown,126.88165120600276,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,,0.0,2329.9783711637842,2119.055833210014,8930.651671119998,14279.968309746797,2177.01198637578,9.335218229174904,,,,13.771899747909842
7117,29,admin.,married,,0,361.10877678792315,1,0,cellular,1275.984217655075,3,371,1,failure,0,1.0,0.0,,1.0,0.0,0.0,,,17185.209685464473,-1161.3181937422796,1702.6725393398178,11.468507193304134,,,6940.585119194878,24.24149806010017
7119,43,blue-collar,married,secondary,0,1395.9327705531075,1,0,telephone,212.04266410905086,5,-1,0,unknown,0,1.0,0.0,0.0,1.0,,0.0,2926.6184743240005,2688.7632894889857,12671.817976394304,15390.693124283254,-278.2396383591904,11.60923592848412,,,4462.1847035405035,5.029357801782947
7128,35,admin.,married,secondary,0,3886.6621558371335,1,0,cellular,157.95113618295665,1,-1,0,unknown,0,1.0,,0.0,1.0,0.0,0.0,2303.6645285200384,2079.726585520499,13335.278705581291,-1522.4129205173394,,12.439930534294003,,,1844.1437224755755,
7139,42,blue-collar,married,primary,0,215.0889315968045,1,0,unknown,88.7119291535343,41,-1,0,unknown,0,0.0,1.0,0.0,1.0,0.0,0.0,,4391.247553573721,14628.70727850927,11331.019841114587,90.42988569483464,38.759917330587214,,,2672.595439786967,11.701918109505241
7141,34,self-employed,married,tertiary,0,,1,0,cellular,86.7535568828856,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,,0.0,3192.6717659048527,2977.655155991209,9548.071804377843,7180.171401759331,813.8230023984486,,,,5017.625708538385,19.207269554654673
7146,36,management,single,tertiary,0,1130.8732713190634,1,0,cellular,200.60753524278815,1,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,3541.6377649449023,3360.848217461255,11258.510380723583,9564.963663135624,676.0462445178648,14.145824676154215,,,6591.5514212709,37.27109989275877
7150,29,blue-collar,married,secondary,0,,1,0,cellular,147.1866696048544,3,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,1947.0141819584048,,7775.13310271612,9556.926239398528,3042.3526161097197,16.890432923172348,,,5494.424067286302,16.907759596273902
7163,41,admin.,single,,0,292.7912242390378,1,0,cellular,90.44279303607478,8,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,,1572.537413615461,8058.476216771764,5901.310027812224,671.9892227782474,16.484246187334104,,,4252.748282602517,10.862653610082107
7176,38,services,,secondary,0,604.0496228071934,1,0,cellular,108.48456960984933,1,344,1,failure,0,1.0,0.0,1.0,1.0,0.0,0.0,922.8422545836434,824.5825985862512,17680.60374913123,7069.701072190019,1258.9343745940535,-4.5348767709222955,,,6136.641520479555,16.183053853406584
7177,31,technician,divorced,secondary,0,10851.715744997648,1,0,unknown,159.00507540588995,2,-1,0,unknown,0,1.0,0.0,0.0,,0.0,0.0,1783.500750156282,1614.9082619429025,9096.289255161766,20675.732715838018,-379.69785409151973,-5.264476854101719,,,3981.0496665098494,-4.9206863567562955
7197,26,admin.,divorced,secondary,0,18.921560361653462,1,0,unknown,375.35579479873803,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,,317.4380871532454,9931.770595785136,,2676.7259772509756,41.57718226740978,,,,15.10109528651603
7199,34,blue-collar,married,secondary,0,2388.0267836117678,1,0,unknown,1085.5569666310373,1,-1,0,unknown,0,1.0,1.0,1.0,1.0,0.0,0.0,1852.531675644383,,7029.434722267116,10524.531199118457,,25.984926612097738,,,5001.785574117843,25.287770481532334
7209,31,unemployed,,tertiary,0,194.43402198390217,1,0,telephone,27.798076191898957,2,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,4069.1004779006353,3836.5199118537603,15693.24395677227,,1194.507299629065,3.025726247481405,,,3295.601465593478,5.105234676794705
7215,40,blue-collar,married,,0,,1,0,unknown,137.78277523333713,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,1862.0731138254116,1646.472452723134,6717.295604376659,12602.678578668929,644.42595070459,15.438467626000094,,,2226.1089887218104,
7222,28,management,,tertiary,0,330.08087012818953,1,0,cellular,272.6778242954093,1,-1,0,unknown,0,1.0,1.0,0.0,1.0,0.0,0.0,2592.144367208812,2372.4820295645245,12361.845700367054,-2160.0922484326256,2301.2620719514316,24.032814836312273,,,338.7246752126357,3.412372159214179
7224,42,blue-collar,married,secondary,0,706.8958744359653,1,0,cellular,258.4428541015338,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,3286.4340245220424,,11202.34358238695,,-154.03536721272644,38.20876623960256,,,1393.058295731019,28.420659520644918
7229,55,admin.,married,secondary,0,477.891214628411,1,0,unknown,85.42201953815834,3,-1,0,unknown,0,,0.0,0.0,,0.0,0.0,6011.273089693286,5858.8975966798835,9982.77084274326,1730.010865590718,1898.0859499212502,20.582035438117323,,,3526.0809752273985,18.80177626725026
7239,42,blue-collar,single,primary,0,200.9642453210875,1,0,telephone,39.02479657869941,4,371,5,failure,0,1.0,0.0,1.0,1.0,0.0,0.0,459.4155766185186,266.2212278386565,8870.03604234506,10284.0330658287,2551.3211076079824,10.767845043531349,,,2664.283021405834,34.987070367780625
7256,45,technician,,secondary,0,148.1937265156383,1,0,unknown,121.73359915388015,4,-1,0,unknown,0,1.0,,,1.0,0.0,,2915.3999768596755,,5072.809576765275,,-418.73405986174066,14.160170682470795,,,6612.915101042554,44.51710024619224
7258,41,technician,divorced,secondary,0,,1,0,cellular,195.3507025904635,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,4150.250633955709,,13939.116077459115,16832.009687407168,-1504.2210925566224,41.98493062166573,,,1284.6163210230097,22.107532338678464
7279,36,management,single,tertiary,0,1826.3402481777598,1,0,cellular,168.62844495796185,4,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,3522.215425141785,3429.08464987683,11501.83565827053,3130.3399365629584,314.7080586186661,15.570954002098421,,,-1310.6501214826758,25.978135310261955
7280,26,technician,single,,0,94.79826020383405,1,0,cellular,101.59017669777649,3,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,2550.264740094526,,9859.746536865747,4568.120130923266,1274.0253893174586,-11.09786795138573,,,386.5506802556033,1.9515805210558277
7283,42,services,,secondary,0,184.07059010646677,1,0,telephone,384.92109364805026,5,372,1,other,0,1.0,0.0,0.0,1.0,0.0,0.0,2924.6593673628945,2624.148512005766,6325.3316659096245,11470.463220396814,3107.5597676464868,28.650358767335472,,,1671.372673764451,19.604117352836305
7287,34,management,married,tertiary,0,577.6090733762026,1,0,cellular,546.5378476835201,1,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,,1980.6013742868993,6545.660109440192,2623.217382521095,2200.073787725299,14.58765772618153,,,1040.6048917468395,33.838428940414985
7289,43,management,married,tertiary,0,,1,0,cellular,286.15489002828906,2,-1,0,unknown,0,1.0,,0.0,1.0,0.0,0.0,,3079.0339841683026,12719.225323060218,7020.898541831494,1171.7599261075904,42.845903644802775,,,2016.8341041856775,34.59588851359478
7292,29,services,single,secondary,0,,1,0,unknown,449.2045907806854,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,,4081.538843589353,445.3611163939129,,2938.105950713867,11.57367260441235,,,3441.0804661586158,20.09366806037415
7294,31,blue-collar,,secondary,0,650.4114523331108,1,0,cellular,1165.6166295340843,1,335,1,failure,0,1.0,0.0,1.0,1.0,0.0,0.0,2533.571565929175,2316.749276821322,12907.987468877467,1065.2500934042637,2177.6318185882114,20.983699552930283,,,2427.4301555407174,20.226649252431564
7301,31,services,single,secondary,0,258.6066382679688,1,0,cellular,211.95873174885674,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,6138.795219739997,5859.811166313348,19733.307773441396,22529.53582362578,2124.913719440721,39.076188954453,,,2107.1092178645845,12.43210228765508
7303,31,entrepreneur,single,secondary,0,,1,0,cellular,184.37635425468125,1,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,1280.339849710411,1103.133560079008,,3955.8961567611173,-195.86655999029244,19.279461842797723,,,3424.677520829777,16.312057798880566
7310,25,services,single,secondary,0,,1,0,unknown,414.5044126894411,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,2481.6065459182555,2344.0766263594915,14049.481620088134,13516.683106509296,2768.6069128711533,,,,,10.170269438519744
7311,42,services,,secondary,0,1372.1900565493509,1,0,cellular,528.3291269356534,6,-1,0,unknown,0,1.0,1.0,0.0,1.0,0.0,0.0,2962.0414326099813,2818.7358302763855,5944.7951784417055,6141.923117481706,1011.117070928506,22.378761479472093,,,4412.670436623394,0.5352596545006918
7319,42,entrepreneur,married,primary,0,609.9624978553209,1,0,cellular,238.9229478842726,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,3683.434317915948,,11255.040119243205,11200.204738561744,1737.7311238620605,-4.789161287263521,,,3130.8331903547255,0.6237147976328608
7320,32,technician,single,tertiary,0,170.1800595418004,1,0,cellular,52.058373373644365,17,-1,0,unknown,0,0.0,1.0,0.0,1.0,0.0,0.0,2276.3843694167745,1994.4465318565597,6347.708045354895,6909.768827082312,230.63323726699662,33.77909819281588,,,2545.3373027866937,40.59637184784425
7321,43,technician,,primary,0,4908.671531391298,1,0,cellular,462.7475711812034,1,-1,0,unknown,0,1.0,0.0,0.0,,0.0,0.0,3055.3951029274826,2816.7105468735895,15683.280255397984,21251.969779886655,-365.22131110235773,27.820518552633615,,,3978.1020927531927,26.60443256451278
7327,20,student,,tertiary,0,2787.974904626632,1,0,unknown,171.84116616843656,2,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,112.8248605288623,-166.07792059148653,10547.50767239631,6054.009106298993,-181.35545857689954,11.59246428743535,,,1264.9936417754793,38.92591136567645
7334,48,blue-collar,married,primary,0,852.0487816671151,1,0,cellular,137.02305941218037,7,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,816.9960060406377,639.0330161972948,8924.87361369045,-4961.616478295806,2129.6726240540697,31.003663595547845,,,2069.918777807672,11.69141092601623
7344,35,blue-collar,married,secondary,0,,1,0,cellular,255.63652651145725,3,-1,0,unknown,0,0.0,1.0,1.0,1.0,0.0,0.0,832.2984346833305,,9918.045669898256,11474.523294500214,781.5434613015368,-16.562942398070753,,,954.514452147725,29.90528754068498
7349,31,management,single,,0,,1,0,cellular,127.89686736632797,2,87,2,other,0,1.0,0.0,0.0,1.0,0.0,0.0,,,11658.847094183777,13067.110637461294,1375.592573637832,33.22623193936883,,,2259.8458467155133,29.117815745366272
7359,39,blue-collar,married,primary,0,,1,0,cellular,284.7166983783956,1,-1,0,unknown,0,0.0,1.0,,1.0,0.0,0.0,1722.1091001287011,,9246.513200911562,13860.819533372818,767.9095503154094,45.070100091690136,,,1686.2522287800678,17.782908177845588
7361,39,blue-collar,married,primary,0,12894.80499793157,1,0,unknown,348.0175315491335,2,-1,0,unknown,0,1.0,,0.0,1.0,0.0,0.0,2902.66493629913,,13010.58819403207,13117.000549476797,186.63921632072254,8.564438570659302,,,2786.999862104608,18.970769809928775
7367,43,management,,tertiary,0,192.63423187138696,1,0,cellular,177.39460956894206,4,337,1,other,0,1.0,0.0,0.0,1.0,0.0,0.0,,1517.8037479106092,12335.387531210254,13735.25988418688,926.6497859002154,,,,842.2821247591305,33.7171293161878
7372,44,self-employed,single,tertiary,0,18573.295112161435,1,0,cellular,96.08093566520213,1,190,4,other,0,1.0,,0.0,1.0,0.0,0.0,,1485.2822027369773,10314.415537428622,9568.412213241318,-184.3619121209415,42.8884110613014,,,686.3408107623418,
7375,24,management,married,secondary,0,2377.1535356448394,1,0,unknown,109.08023108267273,4,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,2298.405404380091,,10793.832273047281,692.1597218324032,1303.6605468504292,,,,,15.331567786488241
7381,42,management,married,secondary,0,489.1628889841589,1,0,telephone,154.70315816269525,8,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,3172.6195593534094,,7762.989427178659,7653.909452573974,344.22352216186357,22.177276179935394,,,7477.52593227726,
7387,46,blue-collar,married,primary,0,67.91813173317684,1,0,unknown,342.02433851148294,1,-1,0,unknown,0,1.0,0.0,1.0,,0.0,0.0,,5331.8408719728295,10915.280612242426,19515.01255276119,1080.590640179686,,,,6127.875448878456,-3.817743431340432
7395,34,technician,single,secondary,0,746.2240480959631,1,0,unknown,272.54369162597993,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,,0.0,,910.897646417086,13085.367808993353,,743.9476393455341,15.145005520715376,,,3281.6032063975426,2.3029683993639836
7428,58,retired,,,0,258.4735115684879,1,0,unknown,75.05999969116996,2,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,,3280.2708169650314,3024.4120006367853,12862.987769994133,7314.690439211744,1162.9384645105597,17.3536575725026,,,,
7435,34,technician,,secondary,0,85.5717571679477,1,0,cellular,593.7759863619933,2,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,-290.1497779353275,-722.0080740479209,7893.390310387862,15554.801177598561,2745.8248435563755,9.995683785955798,,,4838.117144529846,3.0810042777799467
7452,45,technician,married,secondary,0,1460.6759697337063,1,0,cellular,786.493776501168,4,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,4460.425603791304,,7040.285766775821,8580.43612758042,2027.5325987289125,36.87052977462663,,,2911.7313155804163,-1.1637591071436262
7455,34,services,single,secondary,0,1276.495660506622,1,0,unknown,218.65633503694664,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,3419.933405255316,3332.5013086775407,5883.101031514497,12404.070859513446,1747.7586018171542,-1.3281816438039122,,,,21.440276860469908
7462,29,blue-collar,single,,0,987.6637914578024,1,0,cellular,94.22684116327956,1,-1,0,unknown,0,1.0,,0.0,1.0,0.0,0.0,3281.783912057457,3060.1328359973986,7156.388502963635,11751.309121803853,1794.9039377538184,40.99567148166378,,,4044.252763853496,8.842805723420625
7464,33,blue-collar,single,primary,0,976.8402386064081,1,0,cellular,28.96647408890143,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,,1025.3150036361164,11593.597099000566,10422.344462465695,1563.330887934527,22.03169800653993,,,,12.372119253368261
7466,58,management,single,tertiary,0,1483.8729538283742,1,0,telephone,153.00689896647708,6,6,6,other,0,0.0,1.0,0.0,1.0,0.0,0.0,,1060.4590641667498,12598.51632761196,2147.6687277731453,1394.4600590114387,-1.9656494018123603,,,6124.863588558282,8.036432710329299
7467,27,blue-collar,,secondary,1,,1,0,unknown,311.9129209196451,5,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,4851.915307047798,4584.552161723439,7494.008932873959,11156.570598003373,284.55362417326637,1.3931130935100668,,,7177.6565557630465,3.9630456741831352
7482,43,technician,married,tertiary,0,650.9118681888422,1,0,cellular,929.0879905271865,2,-1,0,unknown,0,,0.0,0.0,1.0,0.0,0.0,3020.632280022753,2864.539615400402,,,2331.6379496127083,23.669871074793285,,,,6.593006687147952
7496,59,retired,married,primary,0,31.089533461727765,1,0,cellular,48.93108824121441,4,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,,615.4140868434854,13222.044704802482,7367.659577566501,1266.6876126490297,0.6476092603336667,,,1739.302230781851,20.426384894742167
7499,34,admin.,married,secondary,0,485.82725513019824,1,0,cellular,116.4427114484138,4,-1,0,unknown,0,1.0,1.0,0.0,1.0,0.0,0.0,2692.517500874271,2545.9135448980064,12469.845570807134,5846.196235657716,1167.5737813719074,23.50582727277249,,,3388.4836753465493,-15.446021702476145
7500,49,management,married,tertiary,0,30.285078892599827,1,0,cellular,142.26961392539025,1,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,,-408.2986790643566,15630.594316678647,,1310.4794437575315,42.87997029526868,,,352.3385928399889,-8.497821778319967
7503,37,entrepreneur,married,tertiary,0,4837.01704847025,1,0,unknown,183.5200417524396,2,-1,0,unknown,0,1.0,1.0,1.0,1.0,0.0,,6788.08426862747,,10524.758052704827,3700.1358441898483,2001.405292976894,27.771163136302192,,,2267.8032313500266,-5.255427966808657
7511,34,services,married,,0,-296.8338955588616,1,0,unknown,71.01954676762165,2,-1,0,unknown,0,1.0,0.0,1.0,,0.0,0.0,3299.048689000191,,6948.628478974427,1437.257327073069,2721.76486385411,9.35419364546699,,,877.7402960758927,31.054171682772886
7517,39,admin.,married,secondary,0,1655.1678135852844,1,0,unknown,317.2416615270305,15,-1,0,unknown,0,1.0,1.0,1.0,1.0,0.0,0.0,3359.2369985571386,,9323.452130309908,2892.4268059368305,187.37625701500042,6.186354919671517,,,4877.854239018963,
7537,50,blue-collar,divorced,secondary,0,291.2393069320221,1,0,telephone,298.3431506090561,1,127,4,other,0,0.0,1.0,0.0,1.0,0.0,0.0,4043.334421895643,3856.851753099686,,15034.69512512446,2081.4643356567726,18.006567398945403,,,5549.287128801473,26.688887382519116
7541,51,management,married,tertiary,0,,1,0,unknown,381.0565488787395,1,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,3819.1085440857605,3495.385584438856,10610.943896230725,3070.39709256323,18.615310893882224,21.64442060569981,,,,30.381880604751125
7544,60,housemaid,,secondary,0,451.66310059524994,1,0,unknown,266.26270434694163,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,4126.052538663378,3872.025021010713,6092.574635805703,3320.3712560465474,-1054.6989872743388,31.846226868781166,,,3977.5400396833297,25.4822360944262
